,CODE,NAME OF STOCK,CUR,"PRV,CLO/",ASK/,HIGH/,SHARES TRADED/
,,,,CLOSING,BID,LOW,TURNOVER ($)
,,,,"0,315","0,315","0,305",3052890
,15513,HS-AIA @EP1905A,HKD,"0,188","0,18","0,195",1108000
,,,,"0,178","0,178","0,178",202616
,15514,HSPINAN@EC1903C,HKD,"0,094","0,091","0,094",51340000
,,,,"0,091","0,09","0,086",4664805
,15515,MBTENCT@EP1907D,HKD,"0,38","0,36","0,40",8812000
,,,,"0,36","0,355","0,37",3375410
,15516,MBSUNAC@EP1906A,HKD,"0,162","0,163","0,158",6100000
,,,,"0,158","0,159","0,152",947920
,15517,MBWANWA@EC1907A,HKD,"0,73","0,77","0,82",860000
,,,,"0,75","0,75","0,74",670700
,15518,MB-CGNP@EC1907A,HKD,"0,212","0,217","0,222",320000
,,,,"0,217","0,212","0,221",70880
,15519,MB-SGC @EC1907A,HKD,"0,455","0,455","0,455",500000
,,,,"0,445","0,445","0,445",226140
,15520,MB-KBLH@EC2003A,HKD,"0,295","0,315","0,30",90000
,,,,"0,305","0,305","0,295",26575
,15521,UB-WYNN@EC1906A,HKD,"0,44","0,45",-,-
,,,,"0,44","0,435",-,-
,15522,UBPINAN@EP1904B,HKD,"0,136","0,134",-,-
,,,,"0,133","0,131",-,-
,15523,UBTENCT@EP1904H,HKD,"0,079","0,075",-,-
,,,,"0,075","0,072",-,-
,15524,HTTENCT@EP1907A,HKD,"0,151","0,145",-,-
,,,,"0,145","0,142",-,-
,15525,HTTENCT@EP1906D,HKD,"0,135","0,125","0,142",16560000
,,,,"0,125","0,124","0,126",2272530
,15526,HTTENCT@EC1906E,HKD,"0,365","0,38","0,365",1630000
,,,,"0,375","0,375","0,34",569950
,15527,JPTENCT@EC1903O,HKD,"0,242","0,248","0,247",15090000
,,,,"0,247","0,246","0,217",3504520
,15528,JP-CMOB@EC1904B,HKD,"0,211","0,226","0,221",10210000
,,,,"0,223","0,223","0,194",2095300
,15530,JP-CCB @EC1903B,HKD,"0,17","0,155","0,166",14208000
,,,,"0,155","0,153","0,151",2244803
,15531,JP-BOCL@EC1903B,HKD,"0,121","0,115","0,12",13937000
,,,,"0,113","0,114","0,104",1557429
,15532,GSCCCCL@EC1902A,HKD,"0,39","0,385","0,405",2216000
,,,,"0,38","0,375","0,355",849885
,15534,GS-WYNN@EC1904A,HKD,"0,295","0,32",-,-
,,,,"0,295","0,28",-,-
,15535,GS-CCB @EP1904A,HKD,"0,121","0,13","0,134",4080000
,,,,"0,128","0,128","0,123",523440
,15536,GSPINAN@EC1903L,HKD,"0,435","0,41","0,41",3010000
,,,,"0,405","0,405","0,385",1205900
,15537,GSPINAN@EP1904B,HKD,"0,094","0,088","0,091",1640000
,,,,"0,088","0,087","0,087",145595
,15538,SG-AAC @EC1912A,HKD,"0,133","0,127","0,138",2500000
,,,,"0,126","0,126","0,125",332360
,15539,SGBOCHK@EC1904A,HKD,"0,165","0,18",-,-
,,,,"0,174","0,174",-,-
,15540,SG-BYD @EC1906B,HKD,"0,76","0,78","0,82",595000
,,,,"0,78","0,77","0,74",462650
,15542,SG-SUNY@EC1910A,HKD,"0,197","0,188","0,206",1000000
,,,,"0,188","0,187","0,193",201660
,15543,SGXIAMI@EC1912A,HKD,"0,285","0,28","0,285",8000
,,,,"0,275","0,275","0,275",2230
,15545,SG-YZCM@EC1909B,HKD,"0,108","0,108","0,114",320000
,,,,"0,107","0,106","0,107",35540
,15546,CS-SMIC@EC1912A,HKD,"0,206","0,229","0,229",2215000
,,,,"0,228","0,228","0,219",497805
,15547,MBSUNAC@EC1812A,HKD,TRADING,SUSPENDED,,
,15550,CSKINGD@EC1906A,HKD,"0,159","0,16","0,165",6670000
,,,,"0,158","0,158","0,156",1075300
,15551,CSNTRAG@EC1906A,HKD,"0,199","0,202","0,206",1740000
,,,,"0,20","0,20","0,193",345040
,15552,CSJIANC@EC2005A,HKD,"0,233","0,233","0,235",1000000
,,,,"0,232","0,231","0,23",232760
,15553,CSCMOLY@EC1905A,HKD,"0,345","0,355","0,335",234000
,,,,"0,34","0,345","0,315",78135
,15554,CSXIAMI@EC1909A,HKD,"0,215","0,206","0,217",25148000
,,,,"0,203","0,203","0,194",5218134
,15555,JP-CSPC@EC1907A,HKD,"0,13",-,"0,132",4000
,,,,"0,136","0,136","0,132",528
,15556,VTMTUAN@EC1909A,HKD,"0,128","0,119","0,119",200000
,,,,"0,119","0,118","0,119",23800
,15557,JP-SMIC@EC2010A,HKD,"0,245","0,265","0,26",110000
,,,,"0,26","0,255","0,255",28300
,15558,CSCSHEN@EC1907A,HKD,"0,136","0,13","0,136",2780000
,,,,"0,129","0,128","0,124",360330
,15559,CS-CMER@EC1907A,HKD,"0,228","0,242","0,234",3798000
,,,,"0,239","0,239","0,218",860096
,15560,CSCCCCL@EC1905A,HKD,"0,53","0,52","0,54",197000
,,,,"0,50","0,50","0,50",100980
,15561,CSLEE&M@EC1912A,HKD,"0,228","0,233","0,233",2970000
,,,,"0,231","0,231","0,221",673631
<,/font>,</pre><pre><font,siz,e='1'> 15,562 CS-CM,BC@EC1905,"A  HKD    0,27     0"
,,,,"0,275","0,275",-,-
,15567,CS-CICC@EC1905A,HKD,"0,248","0,265","0,27",424000
,,,,"0,265","0,255","0,25",109960
,15568,CS-AAC @EC1905A,HKD,"0,85","0,78","0,86",1450000
,,,,"0,78","0,76","0,77",1158250
,15569,GS-CMOB@EC1902C,HKD,"0,218","0,236","0,233",18130000
,,,,"0,233","0,233","0,20",3910405
,15570,GS-CKA @EC1902A,HKD,"0,29","0,239","0,255",2865000
,,,,"0,218","0,217","0,216",707505
,15571,GSSANDS@EC1903C,HKD,"0,395","0,395","0,40",4256000
,,,,"0,385","0,385","0,35",1581640
,15572,GSTRAHK@EC1906A,HKD,"0,195","0,201","0,196",5665000
,,,,"0,193","0,193","0,188",1102175
,15573,GS-GEG @EC1903D,HKD,"0,435","0,45","0,485",9200000
,,,,"0,445","0,445","0,41",4068350
,15575,SG-HSI @EC1904J,HKD,"0,202","0,201","0,201",630000
,,,,"0,201","0,199","0,19",122710
,15576,HSTENCT@EP1905D,HKD,"0,047","0,048","0,052",560000
,,,,"0,048","0,047","0,049",28530
,15578,HSTENCT@EP1905E,HKD,"0,061","0,059","0,065",36870000
,,,,"0,059","0,058","0,059",2304140
,15580,HS-CMB @EC1907A,HKD,"0,29","0,295","0,295",3660000
,,,,"0,29","0,29","0,285",1063400
,15581,VT-AAC @EC1905B,HKD,"0,90","0,88","0,88",20000
,,,,"0,88","0,84","0,88",17600
,15582,VTCSHEN@EC1907A,HKD,N/A,"0,186",-,-
,,,,N/A,"0,184",-,-
,15585,MBPINAN@EP1907A,HKD,"0,30","0,305","0,315",2065000
,,,,"0,30","0,295","0,30",644975
,15586,UBTENCT@EC1904I,HKD,N/A,"0,365",-,-
,,,,N/A,"0,355",-,-
,15587,HT-CMBC@EC1905C,HKD,"0,285","0,275","0,29",7215000
,,,,"0,275","0,27","0,275",2072495
,15588,JP-CICC@EC1906A,HKD,"0,275","0,30","0,285",352000
,,,,"0,295","0,295","0,28",99440
,15594,GS-HKEX@EC1906F,HKD,"0,202","0,232","0,228",83210000
,,,,"0,228","0,228","0,201",17567820
,15595,GSTENCT@EC1904K,HKD,"0,55","0,61",-,-
,,,,"0,57","0,57",-,-
,15596,GS-CCB @EC1904B,HKD,"0,54","0,52","0,52",566000
,,,,"0,52","0,50","0,50",293520
,15598,GS-BOCL@EC1905A,HKD,"0,27","0,255","0,255",3546000
,,,,"0,246","0,247","0,238",864772
,15600,GS-HSI @EC1904E,HKD,N/A,"0,218",-,-
,,,,N/A,"0,216",-,-
,15601,CSGSBIO@EC1905A,HKD,"0,365","0,375","0,37",360000
,,,,"0,365","0,365","0,35",129370
,15602,CSXIAMI@EC1905A,HKD,"0,236","0,224","0,24",12186000
,,,,"0,222","0,222","0,212",2726748
,15603,SG-KECL@EC1905A,HKD,"0,445","0,58","0,57",230000
,,,,"0,57","0,56","0,50",125300
,15605,BP-BOCL@EC1908A,HKD,"0,197","0,192","0,194",100000
,,,,"0,192","0,187","0,194",19400
,15606,BPEVERG@EC1907A,HKD,"0,495","0,475","0,475",540000
,,,,"0,465","0,465","0,455",248400
,15607,BPTENCT@EC1906A,HKD,"0,68","0,71","0,68",700000
,,,,"0,70","0,70","0,65",466200
,15608,BPTENCT@EC1910C,HKD,"0,58","0,60","0,59",1770000
,,,,"0,59","0,59","0,55",1003400
,15609,BPLENOV@EC1906A,HKD,"0,203","0,199","0,215",23490000
,,,,"0,197","0,194","0,191",4700250
,15611,MB-AIA @EC1907A,HKD,"0,485","0,52","0,485",166000
,,,,"0,50","0,50","0,485",80510
,15613,BIXIAMI@EC1906A,HKD,"0,206","0,193","0,209",129874000
,,,,"0,188","0,189","0,184",25755536
,15614,BI-AAC @EC1905A,HKD,"0,87","0,81",-,-
,,,,"0,81","0,77",-,-
,15615,BICP&CC@EC1904B,HKD,N/A,"0,63",-,-
,,,,N/A,"0,59",-,-
,15616,BI-HSBC@EC1904D,HKD,"0,213","0,203","0,215",218660000
,,,,"0,20","0,20","0,198",46778464
,15617,MB-CRL @EP1901A,HKD,"0,01","0,01",-,-
,,,,"0,01",-,-,-
,15618,BITENCT@EP1905E,HKD,"0,04","0,042",-,-
,,,,"0,04","0,036",-,-
,15619,UBTENCT@EP1904J,HKD,"0,172","0,165",-,-
,,,,"0,165","0,158",-,-
,15620,UBTENCT@EP1905C,HKD,"0,056","0,052",-,-
,,,,"0,052","0,048",-,-
,15621,UBTENCT@EP1904K,HKD,"0,055","0,055",-,-
,,,,"0,055","0,053",-,-
,15623,JP-GR&F@EC1905A,HKD,"0,23","0,224","0,224",880000
,,,,"0,223","0,223","0,215",194508
,15624,JP-AAC @EC1904B,HKD,"0,58","0,53","0,60",425000
,,,,"0,52","0,52","0,51",241300
,15628,JPZIJIN@EC1907A,HKD,"0,305","0,31","0,305",92000
,,,,"0,305","0,305","0,30",27960
,15630,JP-CGDN@EC2003A,HKD,"0,26","0,26",-,-
,,,,"0,26","0,255",-,-
,15631,GSTENCT@EC1905E,HKD,"0,35","0,365","0,355",740000
,,,,"0,36","0,36","0,325",246100
,15632,GS-AAC @EC1905A,HKD,"0,95","0,80","1,00",50000
,,,,"0,79","0,79","0,77",44350
,15634,GSPINAN@EC1903M,HKD,"0,197","0,171","0,183",21570000
,,,,"0,17","0,169","0,162",3803185
,15636,GSCSA50@EC1903A,HKD,"0,58","0,56","0,54",588000
,,,,"0,54","0,54","0,51",311954
,15637,GS-HSI @EP1904F,HKD,"0,083","0,07",-,-
,,,,"0,07","0,069",-,-
,15638,CSTENCT@EC1905H,HKD,"0,36","0,375","0,355",20000
,,,,"0,37","0,37","0,34",6950
,15639,VT-ICBC@EC1907A,HKD,"0,375","0,405",-,-
,,,,"0,395","0,395",-,-
,15642,VT-AGBK@EC1907A,HKD,N/A,"0,227",-,-
,,,,N/A,"0,222",-,-
,15643,VTCP&CC@EC1906A,HKD,"0,43","0,415","0,405",7460000
,,,,"0,405","0,405","0,365",2841250
,15644,MB-CICC@EC1912A,HKD,"0,33","0,335","0,335",1120000
,,,,"0,33","0,33","0,315",368400
,15645,MB-XYS @EC1912A,HKD,"0,51","0,53","0,52",156000
,,,,"0,52","0,51","0,52",81120
,15646,HS-HSI @EC1912A,HKD,"0,172","0,175",-,-
,,,,"0,174","0,174",-,-
,15647,HSHSCEI@EC1912A,HKD,"0,169","0,171",-,-
,,,,"0,17","0,17",-,-
,15650,HSTENCT@EC1906B,HKD,"0,33","0,35","0,335",11560000
,,,,"0,345","0,345","0,31",3676900
,15651,HS-AAC @EC2107A,HKD,"0,19","0,184","0,196",24200000
,,,,"0,183","0,183","0,181",4516000
,15652,HTAMCS3@EC1909A,HKD,"0,225","0,232",-,-
,,,,"0,23","0,23",-,-
,15653,HTPETCH@EP1902A,HKD,"0,216","0,228",-,-
,,,,"0,221","0,224",-,-
,15654,JPCNOOC@EP1903B,HKD,"0,183","0,159","0,19",2889000
,,,,"0,159","0,158","0,16",507737
,15656,JPPETCH@EC1904B,HKD,"0,315","0,30","0,30",350000
,,,,"0,30","0,295","0,29",103130
,15657,SGHSCEI@EC1907A,HKD,"0,172","0,174","0,168",60000
,,,,"0,172","0,172","0,167",10050
,15658,SG-AAC @EC1905A,HKD,"1,01","0,94",-,-
,,,,"0,94","0,92",-,-
,15659,SGCNOOC@EC1905B,HKD,"1,01","1,06","1,02",280000
,,,,"1,04","1,04","0,99",281400
,15660,SGZIJIN@EC1905A,HKD,"0,365","0,37","0,355",128000
,,,,"0,355","0,36","0,355",45440
,15661,SG-CSPC@EC1907A,HKD,"0,111","0,123",-,-
,,,,"0,119","0,119",-,-
,15664,GS-CUNI@EC1904A,HKD,"0,58","0,63","0,60",1004000
,,,,"0,61","0,61","0,52",574220
,15665,GSPINAN@EC1904C,HKD,"0,76","0,77","0,75",10000
,,,,"0,75","0,75","0,75",7500
,15666,SGCLIFE@EC1906A,HKD,"0,024","0,024",-,-
,,,,"0,024","0,021",-,-
,15667,GS-AIA @EC1904A,HKD,"0,65","0,69","0,68",2000
,,,,"0,68","0,66","0,68",1360
,15668,GSFTA50@EC1903A,HKD,"0,55","0,54","0,54",3506600
,,,,"0,54","0,53","0,50",1809217
,15670,GSMTUAN@EC1903B,HKD,"0,365","0,305","0,31",247400
,,,,"0,30","0,30","0,30",76276
,15672,CS-BAIC@EC1905B,HKD,"0,62","0,79","0,78",287000
,,,,"0,78","0,77","0,67",205050
,15673,CSLENOV@EC1905A,HKD,"0,28","0,28","0,29",156000
,,,,"0,27","0,27","0,255",42560
,15674,HTTENCT@EP1906F,HKD,"0,057","0,053","0,06",2280000
,,,,"0,053","0,052","0,057",131900
,15676,SG-HSI @EC1812A,HKD,"0,415","0,425",-,-
,,,,"0,42","0,42",-,-
,15677,VTKSOFT@EC1906A,HKD,"0,191","0,204",-,-
,,,,"0,201","0,201",-,-
,15678,VT-CKA @EC1908A,HKD,"0,345","0,32",-,-
,,,,"0,32","0,31",-,-
,15682,VTJIANC@EC1906A,HKD,"0,94","0,95",-,-
,,,,"0,94","0,94",-,-
,15684,VTCITSE@EC1907A,HKD,"0,161","0,167",-,-
,,,,"0,164","0,164",-,-
,15686,MB-HSBC@EC2004A,HKD,"0,305",-,"0,305",984000
,,,,"0,30",-,"0,30",296420
,15687,MB-HSBC@EC1906B,HKD,"0,55",-,-,-
,,,,"0,55",-,-,-
,15688,MBCLIFE@EC2004A,HKD,"0,28",-,"0,28",2080000
,,,,"0,27",-,"0,27",572900
,15689,MBPETCH@EP1906A,HKD,"0,465",-,"0,485",464000
,,,,"0,475",-,"0,47",223480
,15690,MBCP&CC@EC1906B,HKD,"0,395",-,"0,365",6828000
,,,,"0,36",-,"0,33",2413220
,15691,MB-ICBC@EC1907A,HKD,"0,365",-,"0,365",4320000
,,,,"0,355",-,"0,345",1566045
,15692,MB-HKEX@EP1910B,HKD,"0,395",-,"0,385",60000
,,,,"0,385",-,"0,385",23100
,15693,MB-HKEX@EC1906C,HKD,"1,11",-,-,-
,,,,"1,11",-,-,-
,15695,MB-AGBK@EC1907A,HKD,"0,335","0,345",-,-
,,,,"0,335","0,335",-,-
,15696,SGCNOOC@EC1909A,HKD,"0,137","0,143","0,137",120000
,,,,"0,142","0,142","0,135",16320
,15698,JPEVERG@EP1906B,HKD,"0,101","0,107","0,111",10153000
,,,,"0,107","0,106","0,102",1097365
,15699,GS-CCB @EC1903C,HKD,"0,231","0,206","0,22",3430000
,,,,"0,204","0,196","0,202",726160
,15701,GS-GEG @EP1903E,HKD,"0,062","0,064","0,069",15430000
,,,,"0,064","0,062","0,058",977650
,15702,GS-HKEX@EC1911A,HKD,"0,162","0,18","0,177",54770000
,,,,"0,177","0,177","0,161",9182330
,15703,GSTENCT@EC1905F,HKD,"0,455","0,485","0,445",160000
,,,,"0,47","0,47","0,44",70800
,15705,GS-HSI @EP1904G,HKD,N/A,"0,072",-,-
,,,,N/A,"0,071",-,-
,15707,CSTENCT@EP1905I,HKD,"0,068","0,064",-,-
,,,,"0,064","0,062",-,-
,15708,CSPETCH@EC1905A,HKD,"0,32","0,325",-,-
,,,,"0,32","0,305",-,-
,15710,CS-CTEL@EC1903A,HKD,"0,148","0,153","0,157",300000
,,,,"0,153","0,15","0,152",46350
,15711,CS-AIA @EC1903D,HKD,"0,455","0,475",-,-
,,,,"0,465","0,465",-,-
,15712,CSTENCT@EC1905J,HKD,"0,28","0,30",-,-
,,,,"0,29","0,29",-,-
,15717,SGCLIFE@EC1905B,HKD,"0,96","0,91","0,95",234000
,,,,"0,90","0,90","0,87",217210
,15718,SG-ICBC@EC1905A,HKD,"0,37","0,39","0,38",344000
,,,,"0,38","0,38","0,37",128570
,15719,SGPINAN@EC1905A,HKD,"0,222","0,223","0,223",250000
,,,,"0,223","0,219","0,212",54300
,15721,SGTENCT@EC1904O,HKD,"0,375","0,395","0,37",590000
,,,,"0,39","0,39","0,355",217350
,15722,SGTENCT@EP1905F,HKD,"0,069","0,067","0,072",80000
,,,,"0,066","0,065","0,07",5690
,15723,VTGEELY@EC1907A,HKD,N/A,"0,156",-,-
,,,,N/A,"0,153",-,-
,15725,VT-CGDN@EC1906A,HKD,N/A,"0,137",-,-
,,,,N/A,"0,134",-,-
,15726,VT-BYD @EC1906A,HKD,"0,84","0,88",-,-
,,,,"0,86","0,86",-,-
,15727,HT-HSI @EC1905D,HKD,"0,248","0,25","0,245",1780000
,,,,"0,249","0,249","0,24",429690
,15728,HT-HSI @EC1906A,HKD,N/A,"0,239",-,-
,,,,N/A,"0,238",-,-
,15729,HT-HSI @EC1905E,HKD,N/A,"0,27",-,-
,,,,N/A,"0,265",-,-
,15730,BPTENCT@EC1907L,HKD,"0,34","0,36","0,35",22330000
,,,,"0,355","0,355","0,325",7391300
,15731,BPTENCT@EC1910D,HKD,"0,44","0,46","0,44",15110000
,,,,"0,455","0,455","0,42",6520800
,15732,BP-HSBC@EC1907E,HKD,N/A,"0,167",-,-
,,,,N/A,"0,165",-,-
,15733,BPTENCT@EC1906B,HKD,"0,285","0,30",-,-
,,,,"0,29","0,29",-,-
,15734,MB-NCI @EP1907A,HKD,"0,385","0,37","0,39",466000
,,,,"0,365","0,36","0,365",176540
,15735,MB-CKH @EP1907A,HKD,"0,445","0,465","0,465",1190000
,,,,"0,46","0,455","0,455",548675
,15736,UB-GEG @EP1904C,HKD,"0,25","0,244",-,-
,,,,"0,246","0,236",-,-
,15740,MBASMPT@EC1904A,HKD,"0,02",-,-,-
,,,,"0,02",-,-,-
,15741,UB-HSBK@EC2004A,HKD,"0,27","0,305",-,-
,,,,"0,29","0,29",-,-
,15742,CS-CRRC@EC1905A,HKD,"0,49","0,53","0,53",1196000
,,,,"0,53","0,51","0,475",586225
,15743,CS-ICBC@EC1903A,HKD,"0,187","0,183","0,184",614000
,,,,"0,18","0,18","0,169",108822
,15744,CSCSHCL@EC1905A,HKD,"0,325","0,31","0,32",321000
,,,,"0,295","0,295","0,29",97175
,15747,CS-GEG @EP1904B,HKD,"0,101","0,101","0,108",18900000
,,,,"0,101","0,099","0,09",1912920
,15748,CSCEAIR@EC1904A,HKD,"0,465","0,53","0,495",416000
,,,,"0,51","0,51","0,45",192970
,15751,CS-PICC@EC1903B,HKD,"0,242","0,228","0,255",4592000
,,,,"0,227","0,226","0,213",1089074
,15753,CS-CKA @EC1906A,HKD,"0,25","0,224","0,237",7730000
,,,,"0,222","0,222","0,206",1714845
,15758,JPCPAIR@EC1812A,HKD,"0,054","0,062","0,054",40000
,,,,"0,059","0,059","0,054",2160
,15759,CS-ZTE @EC1905A,HKD,"0,385","0,395","0,40",448000
,,,,"0,395","0,385","0,37",173010
,15760,GS-HSBC@EP1903I,HKD,"0,28","0,265","0,28",628000
,,,,"0,26","0,26","0,255",168420
,15761,GSTENCT@EC1903R,HKD,"0,405","0,435",-,-
,,,,"0,42","0,42",-,-
,15762,GSCLIFE@EC1910A,HKD,"0,186","0,172","0,185",7840000
,,,,"0,171","0,171","0,165",1382300
,15763,GSCNOOC@EC1904A,HKD,"0,129","0,141","0,137",16030000
,,,,"0,139","0,139","0,128",2150920
,15764,GS-HSI @EP1903I,HKD,N/A,"0,097",-,-
,,,,N/A,"0,095",-,-
,15766,VT-HSI @EP1906C,HKD,N/A,"0,193",-,-
,,,,N/A,"0,191",-,-
,15767,VT-HSI @EC1906D,HKD,N/A,"0,168",-,-
,,,,N/A,"0,167",-,-
,15768,VT-HSI @EC1909A,HKD,N/A,"0,325",-,-
,,,,N/A,"0,32",-,-
,15769,VT-ACMT@EC1905B,HKD,"0,29","0,26","0,275",300000
,,,,"0,255","0,255","0,255",79700
,15770,VT-HSI @EP1905D,HKD,N/A,"0,097",-,-
,,,,N/A,"0,096",-,-
,15771,MB-COSL@EC2101A,HKD,"0,265","0,285","0,285",200000
,,,,"0,285","0,28","0,275",55900
,15772,MB-BYD @EP1907B,HKD,"0,97","0,96",-,-
,,,,"0,96","0,95",-,-
,15774,UB-HSBK@EC1905A,HKD,"0,98","1,13",-,-
,,,,"1,09","1,10",-,-
,15775,UB-HSBK@EC1910A,HKD,"0,28","0,315",-,-
,,,,"0,295","0,30",-,-
,15776,MB-SHKP@EP1907A,HKD,"0,425","0,405","0,41",1855000
,,,,"0,405","0,40","0,39",742975
,15777,BP-HKEX@EC2001A,HKD,"0,109","0,115","0,111",4740000
,,,,"0,113","0,113","0,103",497150
,15778,BPTENCT@EC2001B,HKD,N/A,"0,36",-,-
,,,,N/A,"0,355",-,-
,15780,BPPINAN@EC1907B,HKD,"0,22","0,213","0,211",150000
<,/font>,</pre><pre><font,siz,e='1'>,,,"0,209    0"
,15781,JP-ZTE @EC1906B,HKD,"0,365","0,37","0,375",2830000
,,,,"0,37","0,365","0,355",1037590
,15782,GS-ICBC@EC1903A,HKD,"0,155","0,16","0,164",13798000
,,,,"0,158","0,158","0,145",2160960
,15783,GSPINAN@EC1905A,HKD,"0,219","0,188","0,19",17820000
,,,,"0,187","0,185","0,177",3310980
,15786,GSTENCT@EC1904L,HKD,"0,232","0,24","0,24",18840000
,,,,"0,24","0,239","0,209",4148150
,15787,GS-BYD @EC1905B,HKD,"0,60","0,61","0,63",90000
,,,,"0,61","0,59","0,60",55500
,15788,CS-SGC @EC1905A,HKD,"0,38","0,38","0,38",200000
,,,,"0,38","0,37","0,365",74860
,15789,CS-SHPC@EC1905A,HKD,"0,43","0,465","0,45",56000
,,,,"0,455","0,455","0,445",24980
,15790,CS-WUXI@EC1910A,HKD,"0,234","0,233","0,235",2350000
,,,,"0,232","0,231","0,225",544465
,15791,CS-SZIH@EC1909A,HKD,"0,236","0,237","0,24",1545000
,,,,"0,237","0,235","0,23",363280
,15792,CS-CRL @EC1902A,HKD,"0,15","0,138","0,146",10960000
,,,,"0,136","0,136","0,128",1474240
,15793,CSTRAHK@EC1907A,HKD,"0,151","0,152","0,149",4500000
,,,,"0,15","0,15","0,144",664200
,15797,GS-HSI @EC1904H,HKD,N/A,"0,191",-,-
,,,,N/A,"0,19",-,-
,15798,SG-COVS@EC1905A,HKD,"0,238","0,215",-,-
,,,,"0,216","0,21",-,-
,15800,SG-HSI @EP1905F,HKD,"0,102","0,101",-,-
,,,,"0,101","0,099",-,-
,15802,JP-WUXI@EC1812A,HKD,"0,013",-,-,-
,,,,"0,013",-,-,-
,15803,HT-BOCL@EC1906A,HKD,N/A,"0,34",-,-
,,,,N/A,"0,33",-,-
,15804,JP-HKTT@EC1812A,HKD,"0,13","0,137",-,-
,,,,"0,132","0,132",-,-
,15806,HTFTA50@EC2011A,HKD,"0,247","0,255","0,249",5000
,,,,"0,25","0,25","0,249",1245
,15808,JP-L&F @EC1812A,HKD,"0,015",-,-,-
,,,,"0,015",-,-,-
,15810,HTASMPT@EC2004A,HKD,"0,255","0,275",-,-
,,,,"0,27","0,27",-,-
,15811,VT-SHKP@EC1906A,HKD,"0,465","0,455","0,475",2140000
,,,,"0,445","0,445","0,435",980850
,15812,VT-CUNI@EC1907A,HKD,"0,54","0,59",-,-
,,,,"0,56","0,56",-,-
,15813,VTBOCHK@EC1909A,HKD,"0,203","0,217","0,209",1200000
,,,,"0,213","0,213","0,196",237270
,15814,VT-AIA @EC1906A,HKD,"0,213","0,219",-,-
,,,,"0,217","0,216",-,-
,15816,VTHSCEI@EP1906B,HKD,N/A,"0,093",-,-
,,,,N/A,"0,092",-,-
,15817,JP-CRCH@EC1812A,HKD,"0,03","0,014",-,-
,,,,"0,014","0,01",-,-
,15818,VTHSCEI@EP1905A,HKD,N/A,"0,204",-,-
,,,,N/A,"0,203",-,-
,15819,VTHSCEI@EC1905B,HKD,N/A,"0,28",-,-
,,,,N/A,"0,275",-,-
,15820,HSSUNAC@EC1906A,HKD,"0,44","0,41","0,415",4670000
,,,,"0,405","0,405","0,39",1877300
,15821,HS-ZAOL@EC1906A,HKD,"0,39","0,415",-,-
,,,,"0,405","0,405",-,-
,15822,HS-ACMT@EC1906A,HKD,"0,445","0,425","0,425",6700000
,,,,"0,42","0,42","0,385",2711600
,15824,HS-BYD @EC1905A,HKD,"0,58","0,60","0,62",3940000
,,,,"0,59","0,59","0,57",2362550
,15825,HS-CMBC@EC1908A,HKD,"0,62","0,62","0,63",3727500
,,,,"0,61","0,61","0,59",2291295
,15826,HS-BOCL@EC1908A,HKD,"0,285","0,28","0,285",304000
,,,,"0,275","0,275","0,27",83140
,15827,BPCSA50@EC1907A,HKD,N/A,"0,197",-,-
,,,,N/A,"0,194",-,-
,15828,BPAMCS3@EC1910A,HKD,N/A,"0,185",-,-
,,,,N/A,"0,182",-,-
,15829,BPXIAMI@EC1910B,HKD,"0,191","0,176","0,173",600000
,,,,"0,173","0,173","0,167",102000
,15830,MB-AGBK@EP1907B,HKD,"0,157","0,159","0,162",1080000
,,,,"0,159","0,156","0,159",173420
,15831,MB-CMBC@EP1907A,HKD,"0,21","0,213","0,216",280000
,,,,"0,213","0,21","0,213",60060
,15832,MBBOCHK@EC1907A,HKD,"0,315","0,335","0,325",3750000
,,,,"0,33","0,33","0,305",1173700
,15833,JP-SZIH@EC1904A,HKD,"0,068","0,072",-,-
,,,,"0,068","0,068",-,-
,15834,MBZHJIN@EC2108A,HKD,"0,246","0,27","0,265",480000
,,,,"0,265","0,265","0,265",127200
,15835,MB-CRCH@EC2010A,HKD,"0,31","0,285","0,30",1860000
,,,,"0,28","0,28","0,28",535200
,15836,BIPETCH@EC1904B,HKD,"0,34","0,335",-,-
,,,,"0,335","0,315",-,-
,15837,SG-HKEX@EC1812B,HKD,TRADING,SUSPENDED,,
,15839,BILENOV@EC1904A,HKD,"0,35","0,365",-,-
,,,,"0,35","0,345",-,-
,15841,BI-LINK@EC1905A,HKD,"0,415","0,435",-,-
,,,,"0,42","0,42",-,-
,15843,BI-SHKP@EC1904B,HKD,"0,69","0,67",-,-
,,,,"0,67","0,63",-,-
,15844,BICITSE@EC1907A,HKD,"0,174","0,173",-,-
,,,,"0,173","0,168",-,-
,15845,BI-HTSE@EC1905A,HKD,"0,77","0,93",-,-
,,,,"0,90","0,89",-,-
,15846,BI-WYNN@EC1904A,HKD,"0,34","0,355","0,37",128000
,,,,"0,35","0,33","0,355",46400
,15847,BISANDS@EC1904A,HKD,"0,50","0,51",-,-
,,,,"0,50","0,48",-,-
,15848,UBXIAMI@EC1906A,HKD,"0,224","0,215",-,-
,,,,"0,214","0,213",-,-
,15851,UBXIAMI@EC1906B,HKD,"0,215","0,204","0,219",4590000
,,,,"0,20","0,202","0,197",961550
,15853,UB-ZTE @EC1906A,HKD,"0,52","0,52","0,52",36000
,,,,"0,51","0,50","0,50",18400
